station_id,station_name,date,datatype,value,data_source
SYNTH,Sebring,1990-06-15,TMAX,768.0,SYNTHETIC
SYNTH,Sebring,1990-06-15,TMIN,678.0,SYNTHETIC
SYNTH,Sebring,1990-06-15,PRCP,10.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-07-15,TMAX,817.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-07-15,TMIN,775.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-07-15,PRCP,10.0,SYNTHETIC
SYNTH,Tampa International,1990-07-15,TMAX,885.0,SYNTHETIC
SYNTH,Tampa International,1990-07-15,TMIN,656.0,SYNTHETIC
SYNTH,Tampa International,1990-07-15,PRCP,1.0,SYNTHETIC
SYNTH,Orlando Executive,1990-07-15,TMAX,827.0,SYNTHETIC
SYNTH,Orlando Executive,1990-07-15,TMIN,490.0,SYNTHETIC
SYNTH,Orlando Executive,1990-07-15,PRCP,1.0,SYNTHETIC
SYNTH,Sebring,1990-07-15,TMAX,848.0,SYNTHETIC
SYNTH,Sebring,1990-07-15,TMIN,768.0,SYNTHETIC
SYNTH,Sebring,1990-07-15,PRCP,0.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-08-15,TMAX,755.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-08-15,TMIN,609.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-08-15,PRCP,7.0,SYNTHETIC
SYNTH,Tampa International,1990-08-15,TMAX,846.0,SYNTHETIC
SYNTH,Tampa International,1990-08-15,TMIN,607.0,SYNTHETIC
SYNTH,Tampa International,1990-08-15,PRCP,5.0,SYNTHETIC
SYNTH,Orlando Executive,1990-08-15,TMAX,827.0,SYNTHETIC
SYNTH,Orlando Executive,1990-08-15,TMIN,727.0,SYNTHETIC
SYNTH,Orlando Executive,1990-08-15,PRCP,0.0,SYNTHETIC
SYNTH,Sebring,1990-08-15,TMAX,793.0,SYNTHETIC
SYNTH,Sebring,1990-08-15,TMIN,618.0,SYNTHETIC
SYNTH,Sebring,1990-08-15,PRCP,4.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-09-15,TMAX,843.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-09-15,TMIN,670.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-09-15,PRCP,3.0,SYNTHETIC
SYNTH,Tampa International,1990-09-15,TMAX,801.0,SYNTHETIC
SYNTH,Tampa International,1990-09-15,TMIN,536.0,SYNTHETIC
SYNTH,Tampa International,1990-09-15,PRCP,0.0,SYNTHETIC
SYNTH,Orlando Executive,1990-09-15,TMAX,792.0,SYNTHETIC
SYNTH,Orlando Executive,1990-09-15,TMIN,585.0,SYNTHETIC
SYNTH,Orlando Executive,1990-09-15,PRCP,2.0,SYNTHETIC
SYNTH,Sebring,1990-09-15,TMAX,852.0,SYNTHETIC
SYNTH,Sebring,1990-09-15,TMIN,800.0,SYNTHETIC
SYNTH,Sebring,1990-09-15,PRCP,3.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-10-15,TMAX,840.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-10-15,TMIN,644.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-10-15,PRCP,6.0,SYNTHETIC
SYNTH,Tampa International,1990-10-15,TMAX,817.0,SYNTHETIC
SYNTH,Tampa International,1990-10-15,TMIN,654.0,SYNTHETIC
SYNTH,Tampa International,1990-10-15,PRCP,15.0,SYNTHETIC
SYNTH,Orlando Executive,1990-10-15,TMAX,804.0,SYNTHETIC
SYNTH,Orlando Executive,1990-10-15,TMIN,674.0,SYNTHETIC
SYNTH,Orlando Executive,1990-10-15,PRCP,2.0,SYNTHETIC
SYNTH,Sebring,1990-10-15,TMAX,726.0,SYNTHETIC
SYNTH,Sebring,1990-10-15,TMIN,741.0,SYNTHETIC
SYNTH,Sebring,1990-10-15,PRCP,6.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-11-15,TMAX,883.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-11-15,TMIN,577.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-11-15,PRCP,10.0,SYNTHETIC
SYNTH,Tampa International,1990-11-15,TMAX,707.0,SYNTHETIC
SYNTH,Tampa International,1990-11-15,TMIN,696.0,SYNTHETIC
SYNTH,Tampa International,1990-11-15,PRCP,13.0,SYNTHETIC
SYNTH,Orlando Executive,1990-11-15,TMAX,740.0,SYNTHETIC
SYNTH,Orlando Executive,1990-11-15,TMIN,604.0,SYNTHETIC
SYNTH,Orlando Executive,1990-11-15,PRCP,3.0,SYNTHETIC
SYNTH,Sebring,1990-11-15,TMAX,779.0,SYNTHETIC
SYNTH,Sebring,1990-11-15,TMIN,525.0,SYNTHETIC
SYNTH,Sebring,1990-11-15,PRCP,3.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-12-15,TMAX,735.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-12-15,TMIN,687.0,SYNTHETIC
SYNTH,Lakeland Linder,1990-12-15,PRCP,1.0,SYNTHETIC
SYNTH,Tampa International,1990-12-15,TMAX,943.0,SYNTHETIC
SYNTH,Tampa International,1990-12-15,TMIN,587.0,SYNTHETIC
SYNTH,Tampa International,1990-12-15,PRCP,1.0,SYNTHETIC
SYNTH,Orlando Executive,1990-12-15,TMAX,885.0,SYNTHETIC
SYNTH,Orlando Executive,1990-12-15,TMIN,551.0,SYNTHETIC
SYNTH,Orlando Executive,1990-12-15,PRCP,4.0,SYNTHETIC
SYNTH,Sebring,1990-12-15,TMAX,924.0,SYNTHETIC
SYNTH,Sebring,1990-12-15,TMIN,521.0,SYNTHETIC
SYNTH,Sebring,1990-12-15,PRCP,3.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-01-15,TMAX,840.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-01-15,TMIN,712.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-01-15,PRCP,3.0,SYNTHETIC
SYNTH,Tampa International,1991-01-15,TMAX,714.0,SYNTHETIC
SYNTH,Tampa International,1991-01-15,TMIN,691.0,SYNTHETIC
SYNTH,Tampa International,1991-01-15,PRCP,4.0,SYNTHETIC
SYNTH,Orlando Executive,1991-01-15,TMAX,840.0,SYNTHETIC
SYNTH,Orlando Executive,1991-01-15,TMIN,677.0,SYNTHETIC
SYNTH,Orlando Executive,1991-01-15,PRCP,0.0,SYNTHETIC
SYNTH,Sebring,1991-01-15,TMAX,838.0,SYNTHETIC
SYNTH,Sebring,1991-01-15,TMIN,673.0,SYNTHETIC
SYNTH,Sebring,1991-01-15,PRCP,0.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-02-15,TMAX,969.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-02-15,TMIN,687.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-02-15,PRCP,2.0,SYNTHETIC
SYNTH,Tampa International,1991-02-15,TMAX,872.0,SYNTHETIC
SYNTH,Tampa International,1991-02-15,TMIN,572.0,SYNTHETIC
SYNTH,Tampa International,1991-02-15,PRCP,6.0,SYNTHETIC
SYNTH,Orlando Executive,1991-02-15,TMAX,912.0,SYNTHETIC
SYNTH,Orlando Executive,1991-02-15,TMIN,584.0,SYNTHETIC
SYNTH,Orlando Executive,1991-02-15,PRCP,7.0,SYNTHETIC
SYNTH,Sebring,1991-02-15,TMAX,853.0,SYNTHETIC
SYNTH,Sebring,1991-02-15,TMIN,715.0,SYNTHETIC
SYNTH,Sebring,1991-02-15,PRCP,12.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-03-15,TMAX,800.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-03-15,TMIN,589.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-03-15,PRCP,1.0,SYNTHETIC
SYNTH,Tampa International,1991-03-15,TMAX,754.0,SYNTHETIC
SYNTH,Tampa International,1991-03-15,TMIN,643.0,SYNTHETIC
SYNTH,Tampa International,1991-03-15,PRCP,4.0,SYNTHETIC
SYNTH,Orlando Executive,1991-03-15,TMAX,842.0,SYNTHETIC
SYNTH,Orlando Executive,1991-03-15,TMIN,716.0,SYNTHETIC
SYNTH,Orlando Executive,1991-03-15,PRCP,3.0,SYNTHETIC
SYNTH,Sebring,1991-03-15,TMAX,936.0,SYNTHETIC
SYNTH,Sebring,1991-03-15,TMIN,628.0,SYNTHETIC
SYNTH,Sebring,1991-03-15,PRCP,16.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-04-15,TMAX,870.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-04-15,TMIN,581.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-04-15,PRCP,2.0,SYNTHETIC
SYNTH,Tampa International,1991-04-15,TMAX,858.0,SYNTHETIC
SYNTH,Tampa International,1991-04-15,TMIN,632.0,SYNTHETIC
SYNTH,Tampa International,1991-04-15,PRCP,6.0,SYNTHETIC
SYNTH,Orlando Executive,1991-04-15,TMAX,857.0,SYNTHETIC
SYNTH,Orlando Executive,1991-04-15,TMIN,644.0,SYNTHETIC
SYNTH,Orlando Executive,1991-04-15,PRCP,1.0,SYNTHETIC
SYNTH,Sebring,1991-04-15,TMAX,698.0,SYNTHETIC
SYNTH,Sebring,1991-04-15,TMIN,614.0,SYNTHETIC
SYNTH,Sebring,1991-04-15,PRCP,7.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-05-15,TMAX,837.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-05-15,TMIN,550.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-05-15,PRCP,3.0,SYNTHETIC
SYNTH,Tampa International,1991-05-15,TMAX,850.0,SYNTHETIC
SYNTH,Tampa International,1991-05-15,TMIN,579.0,SYNTHETIC
SYNTH,Tampa International,1991-05-15,PRCP,3.0,SYNTHETIC
SYNTH,Orlando Executive,1991-05-15,TMAX,824.0,SYNTHETIC
SYNTH,Orlando Executive,1991-05-15,TMIN,558.0,SYNTHETIC
SYNTH,Orlando Executive,1991-05-15,PRCP,4.0,SYNTHETIC
SYNTH,Sebring,1991-05-15,TMAX,864.0,SYNTHETIC
SYNTH,Sebring,1991-05-15,TMIN,736.0,SYNTHETIC
SYNTH,Sebring,1991-05-15,PRCP,8.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-06-15,TMAX,709.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-06-15,TMIN,574.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-06-15,PRCP,5.0,SYNTHETIC
SYNTH,Tampa International,1991-06-15,TMAX,861.0,SYNTHETIC
SYNTH,Tampa International,1991-06-15,TMIN,691.0,SYNTHETIC
SYNTH,Tampa International,1991-06-15,PRCP,22.0,SYNTHETIC
SYNTH,Orlando Executive,1991-06-15,TMAX,865.0,SYNTHETIC
SYNTH,Orlando Executive,1991-06-15,TMIN,740.0,SYNTHETIC
SYNTH,Orlando Executive,1991-06-15,PRCP,7.0,SYNTHETIC
SYNTH,Sebring,1991-06-15,TMAX,872.0,SYNTHETIC
SYNTH,Sebring,1991-06-15,TMIN,624.0,SYNTHETIC
SYNTH,Sebring,1991-06-15,PRCP,6.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-07-15,TMAX,758.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-07-15,TMIN,631.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-07-15,PRCP,0.0,SYNTHETIC
SYNTH,Tampa International,1991-07-15,TMAX,826.0,SYNTHETIC
SYNTH,Tampa International,1991-07-15,TMIN,835.0,SYNTHETIC
SYNTH,Tampa International,1991-07-15,PRCP,6.0,SYNTHETIC
SYNTH,Orlando Executive,1991-07-15,TMAX,874.0,SYNTHETIC
SYNTH,Orlando Executive,1991-07-15,TMIN,520.0,SYNTHETIC
SYNTH,Orlando Executive,1991-07-15,PRCP,0.0,SYNTHETIC
SYNTH,Sebring,1991-07-15,TMAX,907.0,SYNTHETIC
SYNTH,Sebring,1991-07-15,TMIN,655.0,SYNTHETIC
SYNTH,Sebring,1991-07-15,PRCP,2.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-08-15,TMAX,762.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-08-15,TMIN,704.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-08-15,PRCP,0.0,SYNTHETIC
SYNTH,Tampa International,1991-08-15,TMAX,837.0,SYNTHETIC
SYNTH,Tampa International,1991-08-15,TMIN,653.0,SYNTHETIC
SYNTH,Tampa International,1991-08-15,PRCP,0.0,SYNTHETIC
SYNTH,Orlando Executive,1991-08-15,TMAX,991.0,SYNTHETIC
SYNTH,Orlando Executive,1991-08-15,TMIN,700.0,SYNTHETIC
SYNTH,Orlando Executive,1991-08-15,PRCP,7.0,SYNTHETIC
SYNTH,Sebring,1991-08-15,TMAX,834.0,SYNTHETIC
SYNTH,Sebring,1991-08-15,TMIN,597.0,SYNTHETIC
SYNTH,Sebring,1991-08-15,PRCP,7.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-09-15,TMAX,756.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-09-15,TMIN,640.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-09-15,PRCP,5.0,SYNTHETIC
SYNTH,Tampa International,1991-09-15,TMAX,889.0,SYNTHETIC
SYNTH,Tampa International,1991-09-15,TMIN,553.0,SYNTHETIC
SYNTH,Tampa International,1991-09-15,PRCP,1.0,SYNTHETIC
SYNTH,Orlando Executive,1991-09-15,TMAX,782.0,SYNTHETIC
SYNTH,Orlando Executive,1991-09-15,TMIN,597.0,SYNTHETIC
SYNTH,Orlando Executive,1991-09-15,PRCP,11.0,SYNTHETIC
SYNTH,Sebring,1991-09-15,TMAX,852.0,SYNTHETIC
SYNTH,Sebring,1991-09-15,TMIN,549.0,SYNTHETIC
SYNTH,Sebring,1991-09-15,PRCP,7.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-10-15,TMAX,989.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-10-15,TMIN,732.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-10-15,PRCP,4.0,SYNTHETIC
SYNTH,Tampa International,1991-10-15,TMAX,781.0,SYNTHETIC
SYNTH,Tampa International,1991-10-15,TMIN,751.0,SYNTHETIC
SYNTH,Tampa International,1991-10-15,PRCP,0.0,SYNTHETIC
SYNTH,Orlando Executive,1991-10-15,TMAX,855.0,SYNTHETIC
SYNTH,Orlando Executive,1991-10-15,TMIN,711.0,SYNTHETIC
SYNTH,Orlando Executive,1991-10-15,PRCP,1.0,SYNTHETIC
SYNTH,Sebring,1991-10-15,TMAX,815.0,SYNTHETIC
SYNTH,Sebring,1991-10-15,TMIN,390.0,SYNTHETIC
SYNTH,Sebring,1991-10-15,PRCP,2.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-11-15,TMAX,799.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-11-15,TMIN,550.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-11-15,PRCP,11.0,SYNTHETIC
SYNTH,Tampa International,1991-11-15,TMAX,705.0,SYNTHETIC
SYNTH,Tampa International,1991-11-15,TMIN,614.0,SYNTHETIC
SYNTH,Tampa International,1991-11-15,PRCP,3.0,SYNTHETIC
SYNTH,Orlando Executive,1991-11-15,TMAX,935.0,SYNTHETIC
SYNTH,Orlando Executive,1991-11-15,TMIN,535.0,SYNTHETIC
SYNTH,Orlando Executive,1991-11-15,PRCP,8.0,SYNTHETIC
SYNTH,Sebring,1991-11-15,TMAX,820.0,SYNTHETIC
SYNTH,Sebring,1991-11-15,TMIN,571.0,SYNTHETIC
SYNTH,Sebring,1991-11-15,PRCP,5.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-12-15,TMAX,835.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-12-15,TMIN,601.0,SYNTHETIC
SYNTH,Lakeland Linder,1991-12-15,PRCP,3.0,SYNTHETIC
SYNTH,Tampa International,1991-12-15,TMAX,789.0,SYNTHETIC
SYNTH,Tampa International,1991-12-15,TMIN,659.0,SYNTHETIC
SYNTH,Tampa International,1991-12-15,PRCP,6.0,SYNTHETIC
SYNTH,Orlando Executive,1991-12-15,TMAX,946.0,SYNTHETIC
SYNTH,Orlando Executive,1991-12-15,TMIN,550.0,SYNTHETIC
SYNTH,Orlando Executive,1991-12-15,PRCP,13.0,SYNTHETIC
SYNTH,Sebring,1991-12-15,TMAX,663.0,SYNTHETIC
SYNTH,Sebring,1991-12-15,TMIN,637.0,SYNTHETIC
SYNTH,Sebring,1991-12-15,PRCP,5.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-01-15,TMAX,842.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-01-15,TMIN,600.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-01-15,PRCP,1.0,SYNTHETIC
SYNTH,Tampa International,1992-01-15,TMAX,780.0,SYNTHETIC
SYNTH,Tampa International,1992-01-15,TMIN,602.0,SYNTHETIC
SYNTH,Tampa International,1992-01-15,PRCP,7.0,SYNTHETIC
SYNTH,Orlando Executive,1992-01-15,TMAX,848.0,SYNTHETIC
SYNTH,Orlando Executive,1992-01-15,TMIN,594.0,SYNTHETIC
SYNTH,Orlando Executive,1992-01-15,PRCP,7.0,SYNTHETIC
SYNTH,Sebring,1992-01-15,TMAX,844.0,SYNTHETIC
SYNTH,Sebring,1992-01-15,TMIN,715.0,SYNTHETIC
SYNTH,Sebring,1992-01-15,PRCP,6.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-02-15,TMAX,753.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-02-15,TMIN,605.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-02-15,PRCP,6.0,SYNTHETIC
SYNTH,Tampa International,1992-02-15,TMAX,868.0,SYNTHETIC
SYNTH,Tampa International,1992-02-15,TMIN,648.0,SYNTHETIC
SYNTH,Tampa International,1992-02-15,PRCP,3.0,SYNTHETIC
SYNTH,Orlando Executive,1992-02-15,TMAX,922.0,SYNTHETIC
SYNTH,Orlando Executive,1992-02-15,TMIN,602.0,SYNTHETIC
SYNTH,Orlando Executive,1992-02-15,PRCP,5.0,SYNTHETIC
SYNTH,Sebring,1992-02-15,TMAX,803.0,SYNTHETIC
SYNTH,Sebring,1992-02-15,TMIN,632.0,SYNTHETIC
SYNTH,Sebring,1992-02-15,PRCP,8.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-03-15,TMAX,886.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-03-15,TMIN,715.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-03-15,PRCP,9.0,SYNTHETIC
SYNTH,Tampa International,1992-03-15,TMAX,821.0,SYNTHETIC
SYNTH,Tampa International,1992-03-15,TMIN,704.0,SYNTHETIC
SYNTH,Tampa International,1992-03-15,PRCP,1.0,SYNTHETIC
SYNTH,Orlando Executive,1992-03-15,TMAX,845.0,SYNTHETIC
SYNTH,Orlando Executive,1992-03-15,TMIN,639.0,SYNTHETIC
SYNTH,Orlando Executive,1992-03-15,PRCP,3.0,SYNTHETIC
SYNTH,Sebring,1992-03-15,TMAX,867.0,SYNTHETIC
SYNTH,Sebring,1992-03-15,TMIN,584.0,SYNTHETIC
SYNTH,Sebring,1992-03-15,PRCP,13.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-04-15,TMAX,739.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-04-15,TMIN,552.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-04-15,PRCP,8.0,SYNTHETIC
SYNTH,Tampa International,1992-04-15,TMAX,883.0,SYNTHETIC
SYNTH,Tampa International,1992-04-15,TMIN,699.0,SYNTHETIC
SYNTH,Tampa International,1992-04-15,PRCP,6.0,SYNTHETIC
SYNTH,Orlando Executive,1992-04-15,TMAX,819.0,SYNTHETIC
SYNTH,Orlando Executive,1992-04-15,TMIN,578.0,SYNTHETIC
SYNTH,Orlando Executive,1992-04-15,PRCP,3.0,SYNTHETIC
SYNTH,Sebring,1992-04-15,TMAX,765.0,SYNTHETIC
SYNTH,Sebring,1992-04-15,TMIN,728.0,SYNTHETIC
SYNTH,Sebring,1992-04-15,PRCP,2.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-05-15,TMAX,753.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-05-15,TMIN,624.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-05-15,PRCP,5.0,SYNTHETIC
SYNTH,Tampa International,1992-05-15,TMAX,774.0,SYNTHETIC
SYNTH,Tampa International,1992-05-15,TMIN,584.0,SYNTHETIC
SYNTH,Tampa International,1992-05-15,PRCP,4.0,SYNTHETIC
SYNTH,Orlando Executive,1992-05-15,TMAX,839.0,SYNTHETIC
SYNTH,Orlando Executive,1992-05-15,TMIN,609.0,SYNTHETIC
SYNTH,Orlando Executive,1992-05-15,PRCP,0.0,SYNTHETIC
SYNTH,Sebring,1992-05-15,TMAX,838.0,SYNTHETIC
SYNTH,Sebring,1992-05-15,TMIN,534.0,SYNTHETIC
SYNTH,Sebring,1992-05-15,PRCP,4.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-06-15,TMAX,762.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-06-15,TMIN,632.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-06-15,PRCP,4.0,SYNTHETIC
SYNTH,Tampa International,1992-06-15,TMAX,938.0,SYNTHETIC
SYNTH,Tampa International,1992-06-15,TMIN,718.0,SYNTHETIC
SYNTH,Tampa International,1992-06-15,PRCP,2.0,SYNTHETIC
SYNTH,Orlando Executive,1992-06-15,TMAX,818.0,SYNTHETIC
SYNTH,Orlando Executive,1992-06-15,TMIN,569.0,SYNTHETIC
SYNTH,Orlando Executive,1992-06-15,PRCP,2.0,SYNTHETIC
SYNTH,Sebring,1992-06-15,TMAX,796.0,SYNTHETIC
SYNTH,Sebring,1992-06-15,TMIN,675.0,SYNTHETIC
SYNTH,Sebring,1992-06-15,PRCP,1.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-07-15,TMAX,861.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-07-15,TMIN,772.0,SYNTHETIC
SYNTH,Lakeland Linder,1992-07-15,PRCP,2.0,SYNTHETIC
SYNTH,Tampa International,1992-07-15,TMAX,852.0,SYNTHETIC
SYNTH,Tampa International,1992-07-15,TMIN,705.0,SYNTHETIC
SYNTH,Tampa International,1992-07-15,PRCP,0.0,SYNTHETIC
SYNTH,Orlando Executive,1992-07-15,TMAX,837.0,SYNTHETIC
